recnum,person_id,fc_num,contact_date,sex,race,age,build,hair_style,skin_tone,ethnicity,otherclothing,deceased,license_state,license_type,was_frisked
,60360133808,FC24004340,40:00.0,Female,Unknown,21,NULL,NULL,NULL,Unknown,,0,MA,Class D,NULL
,60361059422,FC24004342,30:00.0,Male,Black,25,Thin,Dreadlocks,Light Brown,Not of Hispanic Origin,,0,MA,Other: Suspended ,0
,60362550144,FC24004343,42:00.0,Male,Black,NULL,NULL,NULL,NULL,NULL,,0,NULL,,0
,60362986322,FC24004344,16:00.0,Male,Black,23,Thin,NULL,NULL,Not of Hispanic Origin,,0,MA,,1
,60362989391,FC24004344,16:00.0,Male,Black,26,Thin,NULL,NULL,Not of Hispanic Origin,,0,MA,,1
,60365983447,FC24004346,00:00.0,Male,Asian,36,Medium,Short,Light,Not of Hispanic Origin,,0,MA,ID Only - Never had Personal Driver License,0
,60365984573,FC24004346,00:00.0,Male,White,66,Average,Combed Back,Fair,Not of Hispanic Origin,,0,MA,Class D,0
,60365987489,FC24004346,00:00.0,Male,Black,50,Heavy,Bald or Balding,Medium Brown,Not of Hispanic Origin,,0,MA,,0
,60529736386,FC24004398,33:00.0,Male,Black,24,Medium,Short,Medium Brown,Not of Hispanic Origin,,0,MA,ID Only - Never had Personal Driver License,1
,60529751670,FC24004398,33:00.0,Male,Black,23,Thin,NULL,NULL,Not of Hispanic Origin,,0,MA,,1
,60529780515,FC24004398,33:00.0,Female,Black,22,NULL,NULL,NULL,Unknown,,0,MA,Class D,0
,60646040994,FC24004424,46:00.0,Male,NULL,42,Unknown,NULL,NULL,Not of Hispanic Origin,,0,NY,,1
,60662411974,FC24004426,42:00.0,Male,Black,35,Medium,NULL,NULL,Not of Hispanic Origin,,0,MA,,0
,60686945409,FC24004429,00:00.0,Male,White,32,NULL,NULL,NULL,Hispanic Origin,,0,NULL,,0
,60698608071,FC24004430,45:00.0,Male,Black,59,Thin,Short,Dark Brown,Not of Hispanic Origin,,0,MA,ID Only - Never had Personal Driver License,0
,60738648398,FC24004444,00:00.0,Male,Black,53,Medium,NULL,NULL,Not of Hispanic Origin,,0,MA,,NULL
,60738648398,FC24004444,00:00.0,Male,Black,53,Medium,NULL,NULL,Not of Hispanic Origin,,0,MA,,1
,60756359284,FC24004448,25:00.0,Male,Black,36,Thin,Dreadlocks,Dark Brown,Not of Hispanic Origin,,0,MA,Class D,0
,60758276393,FC24004453,30:00.0,Male,Black,28,NULL,NULL,NULL,Not of Hispanic Origin,,0,MA,None,1
,60758304897,FC24004453,30:00.0,Male,Black,30,Medium,Short,Medium Brown,Not of Hispanic Origin,,0,MA,,1
,60758338122,FC24004453,30:00.0,Male,Black,28,Thin,Short,Dark,Not of Hispanic Origin,,0,MA,Class D,1
,60770615933,FC24004458,00:00.0,Male,Black,43,Medium,Short,Medium Brown,Not of Hispanic Origin,,0,MA,,0
,60397676904,FC24004375,56:00.0,Male,White,55,NULL,NULL,NULL,NULL,,0,NULL,,0
,60397719745,FC24004375,56:00.0,Male,NULL,18,NULL,NULL,NULL,NULL,,0,MA,,0
,60398265135,FC24004377,10:00.0,Male,Black,21,Thin,Curly,Light,Not of Hispanic Origin,,0,MA,,0
,60398275659,FC24004377,10:00.0,Male,Black,22,Medium,Short,Dark Brown,Not of Hispanic Origin,,0,MA,Class D,0
,60398586546,FC24004379,15:00.0,Male,Black,30,Medium,Short,Light Brown,Not of Hispanic Origin,,0,MA,ID Only - Never had Personal Driver License,0
,60398588983,FC24004379,15:00.0,Male,Black,27,Thin,Braided,Medium Brown,Not of Hispanic Origin,,0,MA,,0
,60398594351,FC24004379,15:00.0,Male,Black,30,Medium,Short,Light,Not of Hispanic Origin,,0,MA,,0
,60398600732,FC24004379,15:00.0,Male,White,27,Thin,NULL,NULL,Hispanic Origin,,0,MA,ID Only - Never had Personal Driver License,0
,60398612038,FC24004379,15:00.0,Female,White,23,Thin,NULL,Light,Hispanic Origin,,0,MA,,0
,60420969083,FC24004385,20:00.0,Male,Black,36,NULL,NULL,NULL,Unknown,,0,NULL,,0
,60421181814,FC24004385,20:00.0,Male,Black,55,Medium,NULL,NULL,Not of Hispanic Origin,,0,MA,"ID - Had a License, now has ID",0
,60421309697,FC24004385,20:00.0,Male,Black,61,Medium,NULL,NULL,Not of Hispanic Origin,,0,NULL,,0
,60444340055,FC24004388,38:00.0,Male,Black,62,Medium,NULL,NULL,Not of Hispanic Origin,,0,MA,Class D,1
,60444340139,FC24004388,38:00.0,Male,Black,38,Thin,NULL,NULL,Not of Hispanic Origin,,0,MA,Class D,1
,60359999635,FC24004339,15:00.0,Female,White,30,Thin,NULL,NULL,Not of Hispanic Origin,,0,MA,"ID - Had a License, now has ID",0
,60363901796,FC24004345,56:00.0,Male,Black,30,Thin,NULL,NULL,Not of Hispanic Origin,,0,MA,ID Only - Never had Personal Driver License,1
,60363937626,FC24004345,56:00.0,Male,Black,23,NULL,NULL,NULL,NULL,,0,MA,Class D,NULL
,60368574148,FC24004348,30:00.0,Male,White,NULL,NULL,NULL,NULL,Not of Hispanic Origin,,0,NULL,,0
,60371968257,FC24004351,01:00.0,Male,NULL,22,NULL,NULL,NULL,NULL,,0,MA,Class D,0
,60371969468,FC24004351,01:00.0,Male,Black,23,NULL,NULL,NULL,Unknown,,0,MA,ID Only - Never had Personal Driver License,0
,60371970473,FC24004351,01:00.0,Male,Black,22,Thin,NULL,NULL,Not of Hispanic Origin,,0,MA,Class D,0
,60371973001,FC24004351,01:00.0,Male,Black,21,NULL,NULL,NULL,Unknown,,0,MA,,0
,60372234545,FC24004353,30:00.0,Male,Black,19,NULL,NULL,NULL,Hispanic Origin,,0,MA,,0
,60378916122,FC24004359,30:00.0,Male,Black,20,NULL,NULL,NULL,Hispanic Origin,,0,MA,,1
,60378916947,FC24004359,30:00.0,Male,Black,15,Thin,Short,Medium Brown,Not of Hispanic Origin,,0,MA,,1
,60378917638,FC24004359,30:00.0,Male,Black,15,Thin,Short,Dark,Not of Hispanic Origin,,0,MA,,1
,60379952931,FC24004360,05:00.0,Male,Black,28,NULL,NULL,NULL,Unknown,,0,MA,ID Only - Never had Personal Driver License,0
,60388825969,FC24004365,45:00.0,Male,Black,55,Stocky,NULL,NULL,Not of Hispanic Origin,,0,MA,Class D,0
,60389475369,FC24004367,30:00.0,Male,Black,19,Thin,Afro,Light Brown,Hispanic Origin,,0,MA,,0
,60389479262,FC24004367,30:00.0,Male,Black,18,Thin,Afro,Light Brown,NULL,,0,MA,ID Only - Never had Personal Driver License,0
,60389481899,FC24004367,30:00.0,Male,Black,21,Thin,Curly,Light,Not of Hispanic Origin,,0,MA,,0
,60389485311,FC24004367,30:00.0,Male,Black,19,Thin,Curly,Medium Brown,Not of Hispanic Origin,,0,MA,,0
,60397457330,FC24004374,00:00.0,Male,Black,32,Thin,NULL,NULL,Not of Hispanic Origin,,0,MA,,0
,60407357600,FC24004382,55:00.0,Male,Black,57,Muscular,Short,Dark,Not of Hispanic Origin,,0,MA,Class D,1
,60420398442,FC24004384,00:00.0,Male,White,39,Thin,Short,Light,Unknown,,0,MA,ID Only - Never had Personal Driver License,0
,60527563748,FC24004396,30:00.0,Male,Black,33,Thin,Crew Cut,Black,Not of Hispanic Origin,,0,MA,,0
,60528916322,FC24004396,30:00.0,Male,Black,41,Medium,Short,Brown,Not of Hispanic Origin,,0,MA,,0
,60528983152,FC24004396,30:00.0,Male,Black,43,Thin,NULL,NULL,Hispanic Origin,,0,MA,"ID - Had a License, now has ID",0
,60539526922,FC24004400,50:00.0,Male,White,35,Medium,Wavy,Light,Hispanic Origin,,0,MA,,0
,60540500874,FC24004401,40:00.0,Male,White,35,NULL,NULL,NULL,NULL,,0,NULL,,0
,60540463028,FC24004402,16:00.0,Male,Black,13,Obese,NULL,Dark Brown,NULL,,0,MA,,1
,60540477351,FC24004402,16:00.0,Male,Black,13,Thin,Dreadlocks,Light,Not of Hispanic Origin,,0,MA,,0
,60540500857,FC24004402,16:00.0,Male,Black,13,Thin,Afro,NULL,Unknown,,0,MA,,0
,60473948656,FC24004391,31:00.0,Male,White,64,Medium,Bald or Balding,Light,Not of Hispanic Origin,,0,MA,,0
,60474191540,FC24004391,31:00.0,Female,White,47,NULL,NULL,NULL,Not of Hispanic Origin,,0,MA,Class D,0
,60527613080,FC24004397,58:00.0,Male,Black,26,Medium,Braided,Medium Brown,Not of Hispanic Origin,,0,MA,Class D,0
,60552450953,FC24004403,20:00.0,Male,Black,23,Muscular,Braided,Medium,Not of Hispanic Origin,,0,MA,Class D,1
,60552494328,FC24004403,20:00.0,Male,Black,21,NULL,NULL,NULL,Not of Hispanic Origin,,0,MA,Instruction Permit,NULL
,60556943755,FC24004404,40:00.0,Male,Black,23,Thin,Braided,Dark Brown,NULL,,0,MA,,1
,60557237408,FC24004405,32:00.0,Male,Black,43,NULL,NULL,NULL,Not of Hispanic Origin,,0,MA,,0
